skill_name,namespace,tier,lines,subdirs,moat_status,m1_evals,m1b_count,m2_fp,m2b_edge,m3_refs,m4_template,m4b_legacy,m5_evidence,structural_pass,gaps
2054-search-ux,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2055-social-proof,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2056-table-ux,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2057-typescript-patterns,javier-montano,near-moat,96,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2058-typography-advanced,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2059-vanilla-javascript,javier-montano,near-moat,95,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2060-web-components,javier-montano,near-moat,91,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3001-node-api-builder,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3002-firebase-functions,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3003-server-middleware,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3004-webhook-handler,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3005-background-jobs,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3006-notification-service,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3007-file-storage,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3008-google-apis-integration,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3009-firebase-extensions,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3010-error-handling-patterns,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3011-caching-strategy,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3012-serverless-patterns,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3013-api-documentation,javier-montano,near-moat,79,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3014-cdn-configuration,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3015-email-sending,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3016-error-handling,javier-montano,near-moat,79,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3017-error-messaging,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3018-error-recovery-automation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3019-file-watcher,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3020-firebase-extensions,javier-montano,near-moat,92,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3021-firebase-setup,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3022-firebase-storage,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3023-google-maps-integration,javier-montano,near-moat,101,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3024-google-workspace-apis,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3025-health-check-automation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3026-node-development,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3027-notification-handler,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3028-parallel-workflow,javier-montano,near-moat,141,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3029-payment-integration,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3030-push-notifications,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3031-rate-limiting,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3032-rest-api-development,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3033-scheduled-functions,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3034-serverless-patterns,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3035-structured-output,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3036-task-automation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3037-webhook-handling,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
3038-workflow-orchestration,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4001-firestore-schema-design,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4002-firestore-security-rules,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4003-realtime-database,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4004-data-migration,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4005-data-validation,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4006-analytics-implementation,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4007-search-implementation,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4008-backup-recovery,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4009-analytics-engineering,javier-montano,near-moat,346,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4010-backup-strategy,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4011-data-documentation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4012-data-engineering,javier-montano,near-moat,325,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4013-data-export,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4014-data-governance,javier-montano,near-moat,312,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4015-data-privacy-patterns,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4016-data-quality,javier-montano,near-moat,311,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4017-data-strategy,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4018-data-validation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4019-database-design,javier-montano,near-moat,95,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4020-embedding-strategy,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4021-etl-patterns,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4022-fine-tuning-prep,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4023-firestore-modeling,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4024-firestore-queries,javier-montano,near-moat,92,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4025-firestore-security-rules,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4026-rag-patterns,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5001-firebase-auth-setup,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5002-role-based-access,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5003-oauth-social-login,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5004-web-security-implementation,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5005-api-security,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5006-secrets-management,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5007-privacy-compliance,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5008-penetration-testing-guide,javier-montano,partial,49,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5009-ai-content-detection,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5010-ai-safety,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5011-audit-trail-design,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5012-compliance-assessment,javier-montano,near-moat,178,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5013-compliance-framework,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5014-cors-configuration,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5015-firebase-auth,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5016-http-headers,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5017-rbac-patterns,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5018-secrets-sanitization,javier-montano,near-moat,143,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5019-security-architecture,javier-montano,near-moat,322,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5020-security-testing,javier-montano,near-moat,114,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5021-ssl-management,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6001-unit-testing,javier-montano,partial,83,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6002-integration-testing,javier-montano,partial,82,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6003-e2e-testing,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6004-accessibility-audit,javier-montano,partial,83,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6005-code-review-checklist,javier-montano,partial,87,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6006-quality-metrics,javier-montano,partial,80,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6007-test-data-factory,javier-montano,partial,83,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6008-visual-regression-testing,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6009-firebase-emulator-setup,javier-montano,partial,85,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6010-accessibility-testing,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6011-ai-assisted-testing,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6012-ai-testing-strategy,javier-montano,partial,359,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6013-assembly-skill,javier-montano,partial,211,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6014-bdd-full-spectrum,javier-montano,near-moat,135,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6015-certify-skill,javier-montano,partial,231,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6016-code-review,javier-montano,near-moat,98,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6017-cross-browser-testing,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6018-e2e-testing,javier-montano,near-moat,99,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6019-excellence-loop,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6020-generate-qa-report,javier-montano,near-moat,134,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6021-generate-qa-scorecard,javier-montano,near-moat,131,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6022-llm-evaluation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6023-performance-testing,javier-montano,near-moat,92,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6024-quality-engineering,javier-montano,near-moat,286,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6025-surgeon-skill,javier-montano,partial,227,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6026-test-strategy,javier-montano,near-moat,99,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6027-unit-testing,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6028-visual-regression,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6029-x-ray-skill,javier-montano,partial,287,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7001-hostinger-deployment,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7002-firebase-hosting-setup,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7003-ci-cd-pipeline,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7004-environment-management,javier-montano,partial,83,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7005-monitoring-alerting,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7006-domain-dns-setup,javier-montano,partial,85,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7007-release-strategy,javier-montano,partial,83,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7008-build-optimization,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7009-alerting-strategy,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7010-build-optimization,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7011-changelog-management,javier-montano,near-moat,91,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7012-changelog-writing,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7013-ci-pipeline-design,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7014-deployment-checklist,javier-montano,near-moat,102,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7015-dns-architecture,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7016-docker-awareness,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7017-domain-management,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7018-environment-detection,javier-montano,near-moat,107,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7019-environment-management,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7020-firebase-deployment,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7021-firebase-hosting,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7022-git-hook-integration,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7023-git-workflow,javier-montano,near-moat,79,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7024-github-actions-ci,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7025-hostinger-deployment,javier-montano,near-moat,95,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7026-linting-formatting,javier-montano,near-moat,94,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7027-log-management,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7028-repository-organization,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7029-ssh-deployment,javier-montano,near-moat,140,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7030-workspace-governance,javier-montano,near-moat,117,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8001-web-performance,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8002-seo-technical,javier-montano,partial,85,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8003-image-optimization,javier-montano,partial,90,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8004-bundle-analysis,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8005-firebase-cost-optimization,javier-montano,partial,86,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8006-ab-testing,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8007-content-calendar,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8008-event-marketing,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8009-funnel-design,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8010-google-analytics,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8011-image-optimization,javier-montano,near-moat,92,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8012-indexability-validator,javier-montano,near-moat,116,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8013-lighthouse-ci,javier-montano,near-moat,144,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8014-marketing-context,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8015-metrics-instrumentation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8016-performance-engineering,javier-montano,near-moat,328,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8017-real-time-analytics,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8018-recaptcha-integration,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8019-seo-architecture,javier-montano,near-moat,95,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8020-seo-content,javier-montano,near-moat,79,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9001-skill-forge,javier-montano,partial,160,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9002-workflow-forge,javier-montano,partial,127,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9003-kit-orchestrator,javier-montano,partial,127,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9004-scope-guard,javier-montano,partial,135,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9005-quality-gatekeeper,javier-montano,partial,133,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9006-context-optimizer,javier-montano,partial,102,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9007-session-manager,javier-montano,partial,117,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9008-output-contract-enforcer,javier-montano,partial,111,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9009-technical-documentation,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9010-agent-constitution-creator,javier-montano,partial,241,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9011-agent-creator,javier-montano,partial,198,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9012-ai-code-review,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9013-ai-documentation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9014-ai-workflow-automation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9015-audit-content-quality,javier-montano,near-moat,108,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9016-audit-security,javier-montano,near-moat,118,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9017-auto-prompt-matching,javier-montano,partial,73,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9018-bmad-method,javier-montano,near-moat,457,7,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9019-build-moat-assets,javier-montano,near-moat,169,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9020-build-plugin-scaffold,javier-montano,near-moat,203,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9021-context-optimization,javier-montano,near-moat,139,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9022-context-window-management,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9023-continuous-learning,javier-montano,near-moat,110,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9024-copywriting-frameworks,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9025-create-antigravity-skill,javier-montano,partial,288,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9026-creator-moat-skill,javier-montano,partial,296,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9027-cross-platform-convert,javier-montano,near-moat,138,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9028-design-agent,javier-montano,near-moat,220,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9029-design-skill,javier-montano,near-moat,219,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9030-developer-onboarding,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9031-documentation-standards,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9032-documentation-system,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9033-dual-layer-verification,javier-montano,near-moat,145,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9034-ecosystem-forge,javier-montano,partial,184,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9035-find-skills,javier-montano,partial,193,3,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
